ID,Expediente,Mercado,Motivo,FechaInicio,FechaResolucion,Decision,Recurso,IdSector,IdSubsector,IdRama,Amparo,Nulidad,Relacionados,PalabrasClave,Sector,Subsector,Rama,Rubro,Anio,Consecutivo,Empresas,FechaResolucionOrigen,SentidoResolucionOrigen,Efecto,FechaResolucionCNT,SentidoResolucion,Multa,Tipo,RutaGaceta,ExpedienteOrigen,FechaVPResolucionRA,SentidoVPResolucionRA,PalabrasClaveComplemento,docEmpresaAlias,FechaActualizacion,NoPresentada,Resumen,RutaNoPresentada,RutaResumen,RutaExtracto,RutaDictamen,RutaResolucion,RutaDesechamiento,RutaCierre,RutaPosicionamiento,Multa1,Mercado1,Tipo1,,,,,,,,,
,05/06/2019 00:00,,,"Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones emite opinión sobre el Anteproyecto de Modificación a los Lineamientos para la notificación de concentraciones por medios electrónicos ante la Comisión Federal de Competencia Económica"" publicado por la Comisión Federal de Competencia Económica.""",docs/ifthistorico/236.pift050619313.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05/06/2019 00:00,,,Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones ordena el inicio del procedimiento en forma de juicio en el expediente número AI/IO-001-2016.,Consultar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19/06/2019 00:00,,,"Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones tiene por cumplida la condición consistente en la presentación del Plan de Trabajo por parte del Auditor Independiente designado, Mazars LLP, dentro del plazo establecido en el numeral 8.4.4.9 de la Resolución emitida por el Pleno del Instituto mediante Acuerdo P/IFT/110319/122, correspondiente a la Concentración entre The Walt Disney Company y Twenty-First Century Fox, Inc., radicada en el Expediente no. UCE/CNC-001-2018.",docs/ifthistorico/237.vp190619330.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19/06/2019 00:00,,,Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones decreta el cierre del expediente AI/IO-002-2016.,docs/ifthistorico/238.vppift190619331.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07/08/2019 00:00,,,"Resolución por la que se determina que la concentración a la que se refiere el aviso que se tramita en el expediente AVC-001-2019, cumple con los incisos a. a d. establecidos en el primer párrafo del artículo Noveno Transitorio del Decreto por el que se expide la Ley Federal de Telecomunicaciones y Radiodifusión, y la Ley del Sistema Público de Radiodifusión del Estado Mexicano; y se reforman, adicionan y derogan diversas disposiciones en materia de telecomunicaciones y radiodifusión.",docs/ifthistorico/239.vp070819375.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21/08/2019 00:00,,,"Resolución mediante la cual el Pleno del Instituto Federal de Telecomunicaciones autoriza que se realice la concentración radicada bajo el Expediente No. UCE/CNC-003-2019, notificada por Grupo Televisa, S.A.B., Promo-Industrias Metropolitanas, S.A. de C.V., Emilio Fernando Azcárraga Jean, Corporativo Coral, S.A. de C.V., Cadena Radiópolis, S.A. de C.V., Radiotelevisora de Mexicali, S.A. de C.V., Cadena Radiodifusora Mexicana, S.A. de C.V., Radio Melodía, S.A., Radio Tapatía, S.A. de C.V., XEZZ, S.A. de C.V., y Sistema Radiópolis, S.A. de C.V., conforme al procedimiento previsto en el artículo 92 de la Ley Federal de Competencia Económica.",docs/ifthistorico/240.vp210819432_0.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,04/09/2019 00:00,,,"Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones da respuesta a una consulta presentada por ING Financial Markets LLC, en su carácter de agente de desincorporación designado para el cumplimiento de condiciones impuestas en la Resolución emitida sobre la concentración radicada bajo el expediente No. UCE/CNC-001-2018, notificada por The Walt Disney Company y Twenty-First Century Fox, INC.",docs/ifthistorico/241.vp040919450.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/09/2019 00:00,,,"Presentación del Dictamen Preliminar de la Autoridad Investigadora en el Expediente AI/DC-002-2019, y Proyecto de Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones instruye a la Unidad de Competencia Económica que realice las gestiones necesarias para que se publique en el Diario Oficial de la Federación los datos relevantes del Dictamen Preliminar emitido por la Autoridad Investigadora en el Expediente AI/DC-002-2019"," así como un extracto del mismo en la página de internet del Instituto.""""",Consultar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/10/2019 00:00,,,"Resolución mediante la cual el Pleno del Instituto Federal de Telecomunicaciones emite Opinión en materia de Competencia Económica respecto a la modificación del Contrato de Asociación público-privada celebrado entre el Organismo Promotor de Inversiones en Telecomunicaciones, Telecomunicaciones de México y Altán Redes, S.A.P.I. de C.V.",docs/ifthistorico/242.pift101019495.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30/10/2019 00:00,,,"Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones resuelve sobre la solicitud de prórroga del periodo de desincorporación, presentada por TWDC Enterprises 18 Corp. y TFCF Corporation, en términos del numeral 8.4.2 inciso (s) de la Resolución emitida por el Pleno del Instituto mediante Acuerdo P/IFT/110319/122, radicada en el expediente No. UCE/CNC-001-2018.",docs/ifthistorico/243.vp301019556_0.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30/10/2019 00:00,,,Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones modifica las Disposiciones Regulatorias de la Ley Federal de Competencia Económica para los sectores de telecomunicaciones y radiodifusión.,Consultar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30/10/2019 00:00,,,"Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones modifica los Lineamientos para la presentación de denuncias de prácticas monopólicas y concentraciones ilícitas en los sectores de telecomunicaciones y radiodifusión, ante la Autoridad Investigadora del Instituto Federal de Telecomunicaciones, a través de medios electrónicos.",docs/ifthistorico/422.dofpift301019558.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/11/2019 00:00,,,"Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones declara su competencia para conocer sobre la concentración notificada ante la Comisión Federal de Competencia Económica por Uber Technologies, Inc., Cornershop, Accel XII L.P., Accel Growth Fund IV, L.P., XXXX; e instruye que se solicite a esa autoridad la remisión del expediente correspondiente.",docs/ifthistorico/244.vpext11111916.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/11/2019 00:00,,,"Resolución mediante la cual el Pleno del Instituto Federal de Telecomunicaciones resuelve sobre la concentración radicada bajo el expediente No. UCE/CNC-004-2019, notificada por Pegaso PCS, S.A. de C.V. y Matc Digital, S. de R.L. de C.V.",docs/ifthistorico/245.vppift131119737.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13/11/2019 00:00,,,"Resolución mediante la cual el Pleno del Instituto Federal de Telecomunicaciones resuelve sobre la concentración radicada bajo el expediente No. UCE/CNC-005-2019, notificada por Live Nation Entertainment, Inc.; Ticketmaster New Ventures, S. de R.L. de C.V.; Grupo Televisa, S.A.B.; Promo-Industrias Metropolitanas, S.A. de C.V., y Corporación Interamericana de Entretenimiento, S.A.B. de C.V.",docs/ifthistorico/246.pift131119738vp.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25/11/2019 00:00,,,"Presentación del Dictamen Preliminar de la Autoridad Investigadora en el expediente AI/DC-001-2018, y Proyecto de Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones instruye a la Unidad de Competencia Económica que realice las gestiones necesarias para que se notifique el Dictamen Preliminar emitido por la Autoridad Investigadora a las Autoridades Públicas ahí señaladas."".""",Consultar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25/11/2019 00:00,,,"Presentación del Dictamen Preliminar de la Autoridad Investigadora en el expediente AI/DC-002-2018, y Proyecto de Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones instruye a la Unidad de Competencia Económica que realice las gestiones necesarias para que se notifique el Dictamen Preliminar emitido por la Autoridad Investigadora a las Autoridades Públicas ahí señaladas."".""",Consultar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/12/2019 00:00,,,"Resolución mediante la cual el Pleno del Instituto Federal de Telecomunicaciones resuelve sobre la Concentración radicada bajo el expediente No. UCE/CNC-006-2019, notificada por Equinix, Inc., Axtel, S.A.B. de C.V. y Servicios Axtel, S.A. de C.V.",docs/ifthistorico/247.vp111219889.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/12/2019 00:00,,,"Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones da respuesta a la consulta presentada por ING Financial Markets LLC, en su carácter de agente de desincorporación designado para el cumplimiento de condiciones impuestas en la Resolución emitida sobre la Concentración radicada bajo el expediente No. UCE/CNC-001-2018, notificada por TWDC Enterprises 18 Corp. (antes The Walt Disney Company) y TFCF Corporation (Antes Twenty-First Century Fox, Inc.)",docs/ifthistorico/248.vp111219890.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05/02/2020 00:00,,,"Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones instruye a la Unidad de Competencia Económica que realice las gestiones necesarias para que se publiquen en el Diario Oficial de la Federación los datos relevantes del dictamen preliminar emitido por la Autoridad Investigadora en el expediente AI/DC-003-2019, así como un extracto del mismo en la página de internet del Instituto Federal de Telecomunicaciones.",Consultar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05/02/2020 00:00,,,"Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones concede audiencia oral en el expediente AI/IO-001-2016 y fija fecha, hora y lugar para su celebración.",docs/ifthistorico/249.vp05022030.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,04/03/2020 00:00,,,"Resolución mediante la cual el Pleno del Instituto Federal de Telecomunicaciones emite pronunciamiento respecto de la solicitud de Tele-Emisoras del Sureste, S.A. de C.V. para dejar de ser considerado como parte del grupo de interés economIco declarado como agente economIco preponderante en el sector de radiodifusión y le dejen de aplicar las medidas de regulación asimétrica.",Consultar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/03/2020 00:00,,,"Resolución mediante la cual el Pleno del Instituto Federal de Telecomunicaciones resuelve sobre las concentraciones ilícitas referidas en el artículo 62 de la Ley Federal de Competencia Económica, imputadas a XHEPR de Ciudad Juárez, S.A. de C.V., Fronteradio, S.A., XHIM-FM, S.A. de C.V., XHNZ-FM, S.A. de C.V., Frecuencia Modulada de Ciudad Juárez, S.A., Radio Uruapan, S.A. de C.V., XEURM-AM, S.A. de C.V., y XEIP-AM, S.A. de C.V., en el expediente AI/IO-001-2016.",docs/ifthistorico/250.vp11032094.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,01/04/2020 00:00,,,"Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones resuelve sobre la suspensión solicitada por TWDC Enterprises 18 Corp. y TFCF Corporation, del Periodo de Desincorporación previsto en el numeral 8.4.2 inciso (s) de la resolución emitida por el Pleno del Instituto mediante Acuerdo P/IFT/110319/122, radicada en el expediente No. UCE/CNC-001-2018.",docs/ifthistorico/251.vp010420117_0.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30/04/2020 00:00,,,Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones emite los Lineamientos de emergencia para sustanciar el procedimiento de orientación general a través de medios electrónicos,Consultar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17/06/2020 00:00,,,"Resolución mediante la cual el Pleno del Instituto Federal de Telecomunicaciones resuelve sobre la Concentración radicada bajo el expediente No. UCE/CNC-001-2020, notificada por Radiomóvil Dipsa, S.A. de C.V. y Axtel, S.A.B. de C.V.",Consultar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,09/07/2020 00:00,,,"Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones responde a la solicitud presentada por TWDC Enterprises 18 Corp. y TFCF Corporation para modificar el numeral 8.4.11 de la Resolución emitida por el Pleno del Instituto mediante Acuerdo P/IFT/110319/122, radicada en el expediente No. UCE/CNC-001-2018.",docs/ifthistorico/252.vpext09072022_0.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15/07/2020 00:00,,,"Resolución mediante la cual el Pleno del Instituto Federal de Telecomunicaciones resuelve sobre la Concentración radicada bajo el expediente No. UCE/CNC-002-2020, notificada por Operadora de Sites Mexicanos, S.A. de C.V. y Banco Actinver, S.A., Institución de Banca Múltiple, Grupo Financiero Actinver.",docs/ifthistorico/253.vpext15072028_0.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,03/08/2020 00:00,,,"Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones resuelve sobre la solicitud de suspensión del Periodo de Desincorporación previsto en el numeral 8.4.2 inciso (s) de la resolución emitida por el Pleno del Instituto mediante Acuerdo P/IFT/110319/122 y radicada en el expediente No. UCE/CNC-001-2018, realizada por TWDC Enterprises 18 Corp. y TFCF Corporation.",docs/ifthistorico/254.vpext03082031_1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05/10/2020 00:00,,,"Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones resuelve sobre la solicitud de ampliación de la suspensión del Periodo de Desincorporación previsto en el numeral 8.4.2 inciso (s) de la resolución emitida por el Pleno del Instituto mediante Acuerdo P/IFT/110319/122 y radicada en el expediente No. UCE/CNC-001-2018, presentada por TWDC Enterprises 18 Corp. y TFCF Corporation.",docs/ifthistorico/255.vpext05102039_1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18/11/2020 00:00,,,"Resolución mediante la cual el Pleno del Instituto Federal de Telecomunicaciones resuelve sobre la concentración radicada bajo el expediente UCE/CNC-003-2020, notificada por Transtelco, Inc. y Maxcom Telecomunicaciones, S.A.B. de C.V.",docs/ifthistorico/257.vp181120435.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18/11/2020 00:00,,,"Resolución mediante la cual el Pleno del Instituto Federal de Telecomunicaciones resuelve sobre el Dictamen Preliminar emitido por la Autoridad Investigadora en el Expediente AI/DC-002-2019 que declaró la existencia de un grupo de interés económico con poder sustancial en treinta y cinco mercados relevantes correspondientes a la provisión del servicio de televisión y audio restringido a través de la tecnología satelital, cable e IPTV, ofrecido de manera individual o empaquetada con otros servicios de telecomunicaciones fijos.",docs/ifthistorico/258.vp181120436.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18/11/2020 00:00,,,Resolución mediante la cual el. Pleno del Instituto Federal de Telecomunicaciones da cumplimentó a la ejecutoria emitida en sesión de fecha 21 de noviembre de 2019 por la Segunda Sala de la Suprema Corte de Justicia de la Nación correspondiente al amparo en revisión 751/2018.,Consultar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25/11/2020 00:00,,,"Resolución mediante la cual el Pleno del Instituto Federal de Telecomunicaciones emite pronunciamiento respecto de la solicitud de Comunicación del Sureste, S.A. de C.V. para dejar de ser considerado como parte del grupo de interés economico declarado como agente económico preponderante en el sector de radiodifusión y le dejen de aplicar las medidas de regulación asimétrica, aprobada por el Pleno del Instituto mediante Resolución P /IFT /251120/ 483, en su XXIII Sesión Ordinaria, celebrada el 25 de noviembre de 2020. ",Consultar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,02/12/2020 00:00,,,"Resolución mediante la cual el Pleno del Instituto Federal de Telecomunicaciones autoriza el acceso a la multiprogramación a Mario Enrique Mayans Concha, para brindar a su vez dicho acceso a Intermedia y Asociados de Mexicali, S.A. de C.V. como tercero, en relación con la estación de televisión con distintito de llamada XHBJ-TDT, en Tijuana, Baja California.",Consultar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,02/12/2020 00:00,,,"Resolución mediante la cual el Pleno del Instituto Federal de Telecomunicaciones, suprime, modifica y adiciona las medidas impuestas al agente económico preponderante en el sector de telecomunicaciones mediante Acuerdos P/IFT/EXT/060314/76 y P/IFT/EXT/270217/119 (Segunda revisión bienal)",Consultar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,02/12/2020 00:00,,,"Resolución mediante la cual el Pleno del Instituto Federal de Telecomunicaciones resuelve sobre la Concentración radicada bajo el expediente UCE/CNC-004-2020, notificada por Operadora de Sites Mexicanos, S.A. de C.V. y Banco Actinver, S.A., Institución de Banca Múltiple, Grupo Financiero Actinver.",docs/ifthistorico/259.vp021220562.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,02/12/2020 00:00,,,"Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones ordena el emplazamiento, con el dictamen de probable responsabilidad, a los probables responsables, para iniciar el procedimiento en forma de juicio en el expediente AI/DE-002-2017.",Consultar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,02/12/2020 00:00,,,"Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones resuelve sobre la solicitud de ampliación de la suspensión del Periodo de Desincorporación previsto en el numeral 8.4.2 inciso (s) de la resolución emitida por el Pleno del Instituto mediante Acuerdo P/IFT/110319/122 y radicada en el expediente No. UCE/CNC-001-2018, presentada por TWDC Enterprises 18 Corp. y TFCF Corporation.",docs/ifthistorico/260.vp021220564_0.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,02/12/2020 00:00,,,"Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones emite Opinión sobre el Anteproyecto de Modificación a la Guía para la Notificación de Concentraciones"""," elaborado por la Comisión Federal de Competencia Económica.""",docs/ifthistorico/261.pift021220565.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18/12/2020 00:00,,,"Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones emite orientación sobre términos y condiciones de la oferta vinculante propuesta por un potencial Comprador, en términos de la resolución emitida por el Pleno del Instituto mediante Acuerdo P/IFT/110319/122 y radicada en el expediente No. UCE/CNC-001-2018.",docs/ifthistorico/262.vpext18122047.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27/01/2021 00:00,,,"Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones autoriza a la Autoridad Investigadora para remitir el expediente AI/DC-001-2020 al Tribunal Colegiado de Circuito en Materia Administrativa Especializado en Competencia Económica, Radiodifusión y Telecomunicaciones, con residencia en la Ciudad de México y jurisdicción en toda la República.",Consultar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,03/02/2021 00:00,,,"Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones resuelve sobre la propuesta de cierre presentada por la Autoridad Investigadora del Instituto Federal de Telecomunicaciones dentro del expediente AI/DE-003-2016, en estricto cumplimiento a lo ordenado en la ejecutoria dictada en el Amparo en Revisión 468/2019 por el Segundo Tribunal Colegiado de Circuito en Materia Administrativa Especializado en Competencia Económica, Radiodifusión y Telecomunicaciones.",docs/ifthistorico/263.vp03022164.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17/02/2021 00:00,,,"Resolución mediante la cual el Pleno del Instituto Federal de Telecomunicaciones emite pronunciamiento respecto de la solicitud de TV de Culiacán, S.A. de C.V. para dejar de ser considerado como parte del grupo de interés económico declarado como agente económico preponderante en el sector de radiodifusión y le dejen de aplicar las medidas de regulación asimétrica, aprobada por el Pleno del Instituto mediante resolución P/IFT/170221/93, en su IV Sesión Ordinaria, celebrada el 17 de febrero de 2021.",Consultar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,03/03/2021 00:00,,,"Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones resuelve sobre la solicitud de ampliación de la suspensión del Periodo de Desincorporación previsto en el numeral 8.4.2 inciso (s) de la resolución emitida por el Pleno del Instituto mediante Acuerdo P/IFT/110319/122 y radicada en el expediente No. UCE/CNC-001-2018, presentada por TWDC Enterprises 18 Corp. y TFCF Corporation.",docs/ifthistorico/264.vpext0303213acc.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/03/2021 00:00,,,"Resolución mediante la cual el Pleno del Instituto Federal de Telecomunicaciones emite pronunciamiento respecto de la solicitud de Televisión del Pacífico, S.A. de C.V. para dejar de ser considerado como parte del grupo de interés económico declarado como agente económico preponderante en el sector de radiodifusión y le dejen de aplicar las medidas de regulación asimétrica, aprobada por el Pleno del Instituto mediante Resolución P/IFT/100321/100, en su V Sesión Ordinaria, celebrada el 10 de marzo de 2021.",Consultar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25/03/2021 00:00,,,Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones resuelve sobre la solicitud presentada por TWDC Enterprises 18 Corp. y TFCF Corporation dentro de la resolución emitida por el Pleno del Instituto mediante Acuerdo P/IFT/110319/122 y radicada en el expediente No. UCE/CNC-001-2018.,docs/ifthistorico/265.vpext2503214.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/04/2021 00:00,,,"Resolución mediante la cual el Pleno del Instituto Federal de Telecomunicaciones emite pronunciamiento respecto de la solicitud de Pedro Luis Fitzmaurice Meneses para dejar de ser considerado como parte del grupo de interés económico declarado como agente económico preponderante en el sector de radiodifusión y le dejen de aplicar las medidas de regulación asimétrica, aprobada por el Pleno del Instituto mediante Resolución P/IFT/EXT/140421/6, en su V Sesión Extraordinaria, celebrada el 14 de abril de 2021.",Consultar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05/05/2021 00:00,,,"Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones resuelve sobre la solicitud de ampliación de la suspensión del Periodo de Desincorporación previsto en el numeral 8.4.2 inciso (s) de la resolución emitida por el Pleno del Instituto mediante Acuerdo P/IFT/110319/122 y radicada en el expediente No. UCE/CNC-001-2018, presentada por TWDC Enterprises 18 Corp. y TFCF Corporation.",docs/ifthistorico/266.vpext0505218.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/05/2021 00:00,,,"Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones deja insubsistente la resolución emitida el trece de diciembre de dos mil diecisiete, aclarada mediante acuerdo de diecisiete de enero de dos mil dieciocho, dentro del expediente AI/DE-002-2015, para dar cumplimiento parcial a la ejecutoria dictada en el Amparo en Revisión 14/2020 por el Segundo Tribunal Colegiado en Materia Administrativa Especializado en Competencia Económica, Radiodifusión y Telecomunicaciones.",docs/ifthistorico/267.pift120521201.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14/05/2021 00:00,,,"Acuerdo mediante el cual se resuelve sobre la solicitud presentada por el Agente de Desincorporación designado –ING Financial Markets LLC– y el posible Comprador –Grupo Lauman Holding, S. de R.L. de C.V.–, de conformidad con lo establecido en los numerales 8.4.9.15 y 8.4.7.1 de la resolución emitida mediante Acuerdo P/IFT/110319/122 y radicada en el expediente No. UCE/CNC-001-2018.",docs/ifthistorico/268.vpext1405219f.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26/05/2021 00:00,,,"Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones determina someter a Consulta Pública el Anteproyecto de modificaciones a las Disposiciones Regulatorias de la Ley Federal de Competencia Económica para los sectores de telecomunicaciones y radiodifusión"" y el ""Anteproyecto de Guía del procedimiento de reducción de sanciones de prácticas monopólicas absolutas"," para los sectores de telecomunicaciones y radiodifusión"".""",Consultar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26/05/2021 00:00,,,Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones determina someter a Consulta Pública el Anteproyecto de Lineamientos para la sustanciación de las investigaciones, procedimientos y trámites a cargo de la Autoridad Investigadora del Instituto Federal de Telecomunicaciones," a través de medios electrónicos"".""",Consultar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07/06/2021 00:00,,,"Resolución mediante la cual el Pleno del Instituto Federal de Telecomunicaciones resuelve sobre la concentración radicada bajo el expediente No. UCE/CNC-003-2021, notificada por Grupo Lauman Holding, S. de R.L. de C.V. y TFCF Corporation, así como del contrato final de compraventa presentado por ING Financial Markets LLC, de conformidad con lo dispuesto en el numeral 8.4.7.4 de la Resolución emitida mediante Acuerdo P/IFT/110319/122, radicada en el expediente UCE/CNC-001-2018.",docs/ifthistorico/269.vpext07062111_0.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,09/06/2021 00:00,,,"Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones determina someter a Consulta Pública el Anteproyecto de Guía para tramitar el procedimiento seguido en forma de juicio por la comisión de prácticas monopólicas y concentraciones ilícitas en los sectores de Telecomunicaciones y Radiodifusión"".""",docs/ifthistorico/271.id1096xiordi31pift090621264.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,09/06/2021 00:00,,,"Acuerdo mediante el cual el Pleno del Instituto Federal de Telecomunicaciones determina someter a Consulta Pública el Anteproyecto de Guía para la determinación de multas en materia de Competencia Económica en los sectores de Telecomunicaciones y Radiodifusión"".""",docs/ifthistorico/272.id1097xiordi32pift090621265final.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
